y,flux,flux_err,mb_flux
28.781250,0.018550,0.000112,0.000000
28.843750,0.018615,0.000112,0.000000
28.906250,0.018429,0.000111,0.000000
28.968750,0.018636,0.000112,0.000000
29.031250,0.018474,0.000112,0.000000
29.093750,0.018377,0.000111,0.000000
29.156250,0.018349,0.000111,0.000000
29.218750,0.018411,0.000111,0.000000
29.281250,0.018325,0.000111,0.000000
29.343750,0.018157,0.000111,0.000000
29.406250,0.018246,0.000111,0.000000
29.468750,0.018213,0.000111,0.000000
29.531250,0.018381,0.000111,0.000000
29.593750,0.018070,0.000110,0.000000
29.656250,0.017934,0.000110,0.000000
29.718750,0.017980,0.000110,0.000000
29.781250,0.018064,0.000110,0.000000
29.843750,0.018104,0.000110,0.000000
29.906250,0.017825,0.000110,0.000000
29.968750,0.017970,0.000110,0.000000
30.031250,0.017986,0.000110,0.000000
30.093750,0.017701,0.000109,0.000000
30.156250,0.017593,0.000109,0.000000
30.218750,0.017654,0.000109,0.000000
30.281250,0.017856,0.000110,0.000000
30.343750,0.017809,0.000110,0.000000
30.406250,0.017836,0.000110,0.000000
30.468750,0.017554,0.000109,0.000000
30.531250,0.017456,0.000109,0.000000
30.593750,0.017531,0.000109,0.000000
30.656250,0.017509,0.000109,0.000000
30.718750,0.017356,0.000108,0.000000
30.781250,0.017316,0.000108,0.000000
30.843750,0.017137,0.000108,0.000000
30.906250,0.017472,0.000109,0.000000
30.968750,0.017035,0.000107,0.000000
31.031250,0.017008,0.000107,0.000000
31.093750,0.017154,0.000108,0.000000
31.156250,0.017210,0.000108,0.000000
31.218750,0.017029,0.000107,0.000000
31.281250,0.017367,0.000108,0.000000
31.343750,0.017133,0.000108,0.000000
31.406250,0.017033,0.000107,0.000000
31.468750,0.017165,0.000108,0.000000
31.531250,0.017039,0.000107,0.000000
31.593750,0.017030,0.000107,0.000000
31.656250,0.016959,0.000107,0.000000
31.718750,0.017021,0.000107,0.000000
31.781250,0.017004,0.000107,0.000000
31.843750,0.016729,0.000106,0.000000
31.906250,0.016809,0.000107,0.000000
31.968750,4.324636,0.001064,0.000000
